"hgnc_symbol"	"grouping_id"	"study_id"	"description"	"ensembl_gene_id"	"ensembl_version"
"LDLR"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000130164"	99
"LIF"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000128342"	99
"LPAR1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000198121"	99
"LTA"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000226979"	99
"LY6E"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000160932"	99
"LYN"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000254087"	99
"MARCO"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000019169"	99
"MEFV"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000103313"	99
"MEP1A"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000112818"	99
"MET"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000105976"	99
"MMP14"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000157227"	99
"MSR1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000038945"	99
"MXD1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000059728"	99
"MYC"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000136997"	99
"NAMPT"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000105835"	99
"NDP"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000124479"	99
"NFKB1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000109320"	99
"NFKBIA"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000100906"	99
"NLRP3"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000162711"	99
"NMI"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000123609"	99
"NMUR1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000171596"	99
"NOD2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000167207"	99
"NPFFR2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000056291"	99
"OLR1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000173391"	99
"OPRK1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000082556"	99
"OSM"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000099985"	99
"OSMR"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000145623"	99
"P2RX4"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000135124"	99
"P2RX7"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000089041"	99
"P2RY2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000175591"	99
"PCDH7"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000169851"	99
"PDE4B"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000184588"	99
"PDPN"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000162493"	99
"PIK3R5"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000141506"	99
"PLAUR"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000011422"	99
"PROK2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000163421"	99
"PSEN1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000080815"	99
"PTAFR"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000169403"	99
"PTGER2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000125384"	99
"PTGER4"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000171522"	99
"PTGIR"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000160013"	99
"PTPRE"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000132334"	99
"PVR"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000073008"	99
"RAF1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000132155"	99
"RASGRP1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000172575"	99
"RELA"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000173039"	99
"RGS1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000090104"	99
"RGS16"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000143333"	99
"RHOG"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000177105"	99
"RIPK2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000104312"	99
"RNF144B"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000137393"	99
"ROS1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000047936"	99
"RTP4"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000136514"	99
"SCARF1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000074660"	99
"SCN1B"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000105711"	99
"SELE"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000007908"	99
"SELENOS"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000131871"	99
"SELL"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000188404"	99
"SEMA4D"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000187764"	99
"SERPINE1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000106366"	99
"SGMS2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000164023"	99
"SLAMF1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000117090"	99
"SLC11A2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000110911"	99
"SLC1A2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000110436"	99
"SLC28A2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000137860"	99
"SLC31A1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000136868"	99
"SLC31A2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000136867"	99
"SLC4A4"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000080493"	99
"SLC7A1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000139514"	99
"SLC7A2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000003989"	99
"SPHK1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000176170"	99
"SRI"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000075142"	99
"STAB1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000010327"	99
"TACR1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000115353"	99
"TACR3"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000169836"	99
"TAPBP"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000231925"	99
"TIMP1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000102265"	99
"TLR1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000174125"	99
"TLR2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000137462"	99
"TLR3"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000164342"	99
"TNFAIP6"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000123610"	99
"TNFRSF1B"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000028137"	99
"TNFRSF9"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000049249"	99
"TNFSF10"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000121858"	99
"TNFSF15"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000181634"	99
"TNFSF9"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000125657"	99
"TPBG"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000146242"	99
"VIP"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000146469"	99
"IFNG"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000111537"	99
"IFNGR1"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000027697"	99
"IFNGR2"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000159128"	99
"IL10"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000136634"	99
"IL12A"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000168811"	99
"IL12B"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000113302"	99
"IL12RB1"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000096996"	99
"IL12RB2"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000081985"	99
"IL13"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000169194"	99
"IL17A"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000112115"	99
"IL17F"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000112116"	99
"IL18"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000150782"	99
"IL18R1"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000115604"	99
"IL18RAP"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000115607"	99
"IL1A"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000115008"	99
"IL1B"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000125538"	99
"IL2"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000109471"	99
"IL21"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000138684"	99
"IL21R"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000103522"	99
"IL22"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000127318"	99
"IL23A"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000110944"	99
"IL23R"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000162594"	99
"IL2RG"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000147168"	99
"IL4"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000113520"	99
"IL4R"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000077238"	99
"IL5"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000113525"	99
"IL6"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000136244"	99
"JUN"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000177606"	99
"NFKB1"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000109320"	99
"RELA"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000173039"	99
"RORA"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000069667"	99
"RORC"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000143365"	99
"S100A8"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000143546"	99
"S100A9"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000163220"	99
"STAT1"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000115415"	99
"STAT3"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000168610"	99
"STAT4"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000138378"	99
"STAT6"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000166888"	99
"TGFB1"	"inflammation_signature__SmillieCS_31348891"	"SmillieCS-31348891"	"Inflammation gene signature used in SmillieCS-31348891"	"ENSG00000105329"	99
